txn_id,customer_id,transaction_date,transaction_type,transaction_mode,amount,beneficiary_country
TXN000368,CUST00092,2025-11-16,Cash Withdrawal,Branch,38849,UK
TXN000369,CUST00092,2025-09-10,Cash Deposit,Branch,53094,Canada
TXN000370,CUST00092,2025-04-10,Wire Transfer,Online,62041,Australia
TXN000371,CUST00092,2025-04-17,Card Payment,Mobile App,44568,India
TXN000372,CUST00093,2025-01-06,Cash Deposit,ATM,51632,India
TXN000373,CUST00093,2025-06-07,Cash Withdrawal,ATM,72408,UK
TXN000374,CUST00093,2025-10-19,Card Payment,Online,67326,India
TXN000375,CUST00093,2025-06-23,NEFT/RTGS,Mobile App,66268,USA
TXN000376,CUST00093,2025-10-02,Cash Withdrawal,Mobile App,50986,India
TXN000377,CUST00094,2025-12-14,Cash Withdrawal,Online,72756,Australia
TXN000378,CUST00094,2025-06-19,Cash Withdrawal,Online,64215,USA
TXN000379,CUST00095,2025-11-17,Card Payment,Branch,8805,UK
TXN000380,CUST00095,2025-06-07,Cash Withdrawal,Online,8163,Canada
TXN000381,CUST00095,2025-09-12,Cash Deposit,ATM,8363,UK
TXN000382,CUST00095,2025-03-31,Wire Transfer,ATM,9823,Germany
TXN000383,CUST00095,2025-02-17,NEFT/RTGS,Online,7730,India
TXN000384,CUST00095,2025-09-05,Card Payment,ATM,9954,Germany
TXN000385,CUST00096,2025-09-22,Cash Deposit,Branch,48436,USA
TXN000386,CUST00096,2025-07-18,Card Payment,Online,43579,Australia
TXN000387,CUST00096,2025-02-14,Cash Withdrawal,Mobile App,46829,India
TXN000388,CUST00097,2025-10-23,Cash Withdrawal,Branch,7833,India
TXN000389,CUST00097,2025-05-27,Cash Withdrawal,ATM,10629,UK
TXN000390,CUST00097,2025-02-28,Wire Transfer,Online,10208,Germany
TXN000391,CUST00097,2025-10-09,Cash Withdrawal,ATM,9496,USA
TXN000392,CUST00097,2025-03-29,Wire Transfer,ATM,14785,USA
TXN000393,CUST00098,2025-12-12,Wire Transfer,Online,44506,Canada
TXN000394,CUST00098,2025-08-07,NEFT/RTGS,Branch,51207,Germany
TXN000395,CUST00098,2025-12-25,NEFT/RTGS,ATM,38498,Australia
TXN000396,CUST00099,2025-10-01,Wire Transfer,Mobile App,51922,UK
TXN000397,CUST00099,2025-12-24,NEFT/RTGS,Online,32716,Canada
TXN000398,CUST00099,2025-08-29,Cash Deposit,Branch,41056,Germany
TXN000399,CUST00100,2025-12-07,Cash Withdrawal,ATM,23607,Canada
TXN000400,CUST00100,2025-02-03,NEFT/RTGS,Online,28362,Germany
TXN000401,CUST00100,2025-06-28,Card Payment,Branch,14701,UK
TXN000402,CUST00100,2025-02-24,Cash Withdrawal,Online,25069,Canada
TXN000403,CUST00100,2025-11-14,Cash Deposit,Branch,19113,UK
TXN000404,CUST00100,2025-06-24,Cash Deposit,Mobile App,22851,Germany
TXN000405,CUST00100,2025-03-30,Wire Transfer,Mobile App,19856,Germany
TXN000406,CUST00101,2025-08-16,Cash Deposit,ATM,17064,Canada
TXN000407,CUST00101,2025-02-25,Card Payment,Mobile App,17970,Germany
TXN000408,CUST00101,2025-03-13,Card Payment,Online,14115,UK
TXN000409,CUST00102,2025-10-23,NEFT/RTGS,Branch,27761,Australia
TXN000410,CUST00102,2025-06-12,Cash Withdrawal,ATM,29040,USA
TXN000411,CUST00102,2025-10-26,Wire Transfer,Mobile App,22067,Germany
TXN000412,CUST00102,2025-02-01,Cash Withdrawal,Online,13687,USA
TXN000413,CUST00103,2025-01-16,Cash Deposit,Mobile App,52156,India
TXN000414,CUST00103,2025-07-27,NEFT/RTGS,Mobile App,39771,Australia
TXN000415,CUST00103,2025-03-30,NEFT/RTGS,Branch,44253,Canada
TXN000416,CUST00103,2025-08-02,Cash Deposit,ATM,33232,USA
TXN000417,CUST00103,2025-01-06,Wire Transfer,Online,45241,Australia
TXN000418,CUST00103,2025-03-11,Wire Transfer,Branch,49931,USA
TXN000419,CUST00103,2025-08-22,Card Payment,Mobile App,40249,Australia
TXN000420,CUST00104,2025-07-16,Cash Withdrawal,Branch,51262,Canada
TXN000421,CUST00104,2025-05-02,Card Payment,ATM,59272,USA
TXN000422,CUST00104,2025-10-23,Cash Withdrawal,Online,61263,Germany
TXN000423,CUST00105,2025-12-20,Wire Transfer,Branch,51426,India
TXN000424,CUST00105,2025-05-24,NEFT/RTGS,Online,49725,Australia
TXN000425,CUST00105,2025-02-15,Cash Deposit,Mobile App,22955,Canada
TXN000426,CUST00105,2025-11-21,Card Payment,ATM,51895,Australia
TXN000427,CUST00105,2025-06-25,Card Payment,Online,26251,Canada
TXN000428,CUST00105,2025-06-19,NEFT/RTGS,ATM,31081,Germany
TXN000429,CUST00105,2025-01-19,Card Payment,ATM,59914,UK
TXN000430,CUST00106,2025-03-28,Card Payment,Online,9723,Australia
TXN000431,CUST00106,2025-05-27,NEFT/RTGS,Online,17789,Australia
TXN000432,CUST00106,2025-05-23,Cash Withdrawal,Branch,12762,USA
TXN000433,CUST00106,2025-03-31,Card Payment,Branch,58022,Canada
TXN000434,CUST00107,2025-09-06,Cash Deposit,Online,67058,UK
TXN000435,CUST00107,2025-03-16,Card Payment,Branch,54299,UK
TXN000436,CUST00107,2025-12-05,NEFT/RTGS,Branch,63770,Germany
TXN000437,CUST00107,2025-06-26,Wire Transfer,ATM,50428,USA
TXN000438,CUST00107,2025-09-01,Card Payment,Branch,76970,India
TXN000439,CUST00107,2025-07-19,NEFT/RTGS,ATM,68142,Germany
TXN000440,CUST00107,2025-08-18,NEFT/RTGS,ATM,50216,USA
TXN000441,CUST00107,2025-01-22,Wire Transfer,ATM,60962,Canada
TXN000442,CUST00108,2025-02-20,Cash Withdrawal,Mobile App,38373,UK
TXN000443,CUST00108,2025-10-29,Cash Deposit,ATM,42691,Germany
TXN000444,CUST00108,2025-04-03,Cash Withdrawal,Online,27325,Australia
TXN000445,CUST00108,2025-09-26,Wire Transfer,Mobile App,43779,Australia
TXN000446,CUST00108,2025-05-26,Cash Withdrawal,Branch,40890,UK
TXN000447,CUST00108,2025-12-03,Cash Deposit,Online,44265,India
TXN000448,CUST00109,2025-11-28,Card Payment,Branch,22080,India
TXN000449,CUST00109,2025-05-10,Cash Withdrawal,Mobile App,19009,India
TXN000450,CUST00109,2025-05-22,NEFT/RTGS,ATM,26171,Australia
TXN000451,CUST00109,2025-02-07,Cash Withdrawal,Online,18416,UK
TXN000452,CUST00110,2025-05-16,Cash Deposit,Mobile App,14427,UK
TXN000453,CUST00110,2025-04-02,NEFT/RTGS,Online,6965,India
TXN000454,CUST00110,2025-08-09,Cash Deposit,Online,13179,USA
TXN000455,CUST00111,2025-10-20,Cash Withdrawal,Mobile App,15470,India
TXN000456,CUST00111,2025-01-20,NEFT/RTGS,ATM,20213,India
TXN000457,CUST00111,2025-07-20,Card Payment,Online,17263,USA
TXN000458,CUST00111,2025-07-26,Wire Transfer,Branch,16862,Canada
TXN000459,CUST00111,2025-12-19,NEFT/RTGS,Online,12396,India
TXN000460,CUST00111,2025-06-05,NEFT/RTGS,Online,7355,Canada
TXN000461,CUST00111,2025-11-28,Wire Transfer,ATM,16016,Australia
TXN000462,CUST00112,2025-05-29,Cash Deposit,Branch,13836,Germany
TXN000463,CUST00113,2025-02-24,Cash Withdrawal,Mobile App,24756,UK
TXN000464,CUST00114,2025-01-13,Card Payment,Branch,34125,USA
TXN000465,CUST00114,2025-09-13,Card Payment,Mobile App,21729,Germany
TXN000466,CUST00114,2025-01-29,Cash Withdrawal,Online,36643,India
TXN000467,CUST00114,2025-08-23,Card Payment,Branch,37807,Germany
TXN000468,CUST00114,2025-02-06,Wire Transfer,Branch,37152,Australia
TXN000469,CUST00114,2025-01-24,Cash Deposit,Branch,26006,Germany
TXN000470,CUST00114,2025-01-26,Cash Withdrawal,Online,24290,India
TXN000471,CUST00115,2025-11-01,Card Payment,Branch,13828,India
TXN000472,CUST00115,2025-12-14,NEFT/RTGS,ATM,14329,India
TXN000473,CUST00115,2025-10-22,Card Payment,Branch,10725,India
TXN000474,CUST00116,2025-06-21,Wire Transfer,Online,48293,India
TXN000475,CUST00116,2025-10-11,Cash Deposit,Mobile App,37257,UK
TXN000476,CUST00117,2025-11-10,NEFT/RTGS,Branch,40214,Canada
TXN000477,CUST00117,2025-02-11,Wire Transfer,Online,37791,India
TXN000478,CUST00117,2025-05-26,NEFT/RTGS,Mobile App,47280,USA
TXN000479,CUST00117,2025-03-15,Cash Withdrawal,Mobile App,31755,Australia
TXN000480,CUST00117,2025-11-02,Cash Deposit,Mobile App,37242,Germany
TXN000481,CUST00117,2025-11-18,Cash Withdrawal,ATM,41498,Canada
TXN000482,CUST00118,2025-02-18,Card Payment,ATM,33915,India
TXN000483,CUST00118,2025-04-17,Cash Withdrawal,Online,23423,Canada
TXN000484,CUST00119,2025-08-31,NEFT/RTGS,Branch,33059,India
TXN000485,CUST00119,2025-01-23,Wire Transfer,ATM,21542,USA
TXN000486,CUST00119,2025-08-21,Wire Transfer,Online,31552,UK
TXN000487,CUST00119,2025-10-03,Cash Deposit,Branch,34867,Australia
TXN000488,CUST00120,2025-08-16,Card Payment,ATM,15669,India
TXN000489,CUST00120,2025-02-26,Cash Withdrawal,Branch,22134,Germany
TXN000490,CUST00120,2025-07-31,Cash Deposit,Mobile App,25975,India
TXN000491,CUST00120,2025-08-12,Cash Deposit,Branch,25011,USA
TXN000492,CUST00120,2025-07-18,Cash Withdrawal,Branch,22602,Canada
TXN000493,CUST00121,2025-01-31,Cash Withdrawal,Branch,326156,Malta
TXN000494,CUST00121,2025-11-06,Cash Deposit,Branch,438667,UAE
TXN000495,CUST00121,2025-02-14,NEFT/RTGS,Mobile App,42751,Canada
TXN000496,CUST00122,2025-08-08,Cash Deposit,Branch,59926,Germany
TXN000497,CUST00122,2025-03-18,Card Payment,Online,58348,UK
TXN000498,CUST00122,2025-01-21,NEFT/RTGS,Online,70880,Germany
TXN000499,CUST00122,2025-02-20,NEFT/RTGS,Mobile App,52031,Germany
TXN000500,CUST00122,2025-01-07,NEFT/RTGS,Branch,64083,USA
TXN000501,CUST00123,2025-06-06,Cash Deposit,Mobile App,18987,India
TXN000502,CUST00123,2025-03-12,NEFT/RTGS,Branch,16879,Canada
TXN000503,CUST00123,2025-12-27,Wire Transfer,Online,16140,UK
TXN000504,CUST00123,2025-08-07,Cash Withdrawal,Branch,19275,Germany
TXN000505,CUST00123,2025-06-21,Wire Transfer,ATM,15005,Australia
TXN000506,CUST00124,2025-07-07,Cash Withdrawal,Branch,49595,Germany
TXN000507,CUST00124,2025-04-15,Cash Deposit,ATM,49242,Australia
TXN000508,CUST00124,2025-11-29,NEFT/RTGS,Branch,51494,USA
TXN000509,CUST00124,2025-09-15,NEFT/RTGS,ATM,53553,Australia
TXN000510,CUST00124,2025-06-26,NEFT/RTGS,Mobile App,43636,India
TXN000511,CUST00125,2025-05-30,NEFT/RTGS,ATM,66396,Australia
TXN000512,CUST00126,2025-08-23,Wire Transfer,Online,7361,USA
TXN000513,CUST00126,2025-02-25,Cash Deposit,ATM,15399,Germany
TXN000514,CUST00126,2025-09-12,Cash Deposit,Branch,12258,India
TXN000515,CUST00126,2025-12-16,Card Payment,Branch,14157,Canada
TXN000516,CUST00126,2025-08-16,Wire Transfer,ATM,13428,Germany
TXN000517,CUST00126,2025-09-24,Cash Withdrawal,Mobile App,18688,USA
TXN000518,CUST00127,2025-12-23,Card Payment,Mobile App,44536,Australia
TXN000519,CUST00127,2025-03-09,Cash Withdrawal,Branch,42881,Germany
TXN000520,CUST00127,2025-01-25,Cash Deposit,ATM,51329,UK
TXN000521,CUST00127,2025-03-27,Card Payment,Branch,59458,UK
TXN000522,CUST00127,2025-12-29,Cash Deposit,Branch,43750,Australia
TXN000523,CUST00127,2025-06-12,Card Payment,Branch,48535,USA
TXN000524,CUST00128,2025-12-07,Cash Withdrawal,ATM,34113,Canada
TXN000525,CUST00128,2025-06-04,Wire Transfer,Online,26344,USA
TXN000526,CUST00129,2025-03-21,Wire Transfer,ATM,61299,Germany
TXN000527,CUST00129,2025-08-31,Cash Withdrawal,Branch,30015,Australia
TXN000528,CUST00129,2025-02-27,NEFT/RTGS,Online,54500,Canada
TXN000529,CUST00129,2025-03-01,Cash Withdrawal,Online,32031,USA
TXN000530,CUST00129,2025-06-17,Wire Transfer,Branch,51970,Germany
TXN000531,CUST00129,2025-05-23,Cash Deposit,Online,52514,Canada
TXN000532,CUST00130,2025-09-09,Cash Withdrawal,Online,19662,Canada
TXN000533,CUST00130,2025-07-09,NEFT/RTGS,ATM,15255,Australia
TXN000534,CUST00130,2025-06-29,Cash Withdrawal,Mobile App,17878,India
TXN000535,CUST00130,2025-08-01,NEFT/RTGS,ATM,20976,Canada
TXN000536,CUST00130,2025-08-06,NEFT/RTGS,Branch,19228,USA
TXN000537,CUST00130,2025-09-26,Cash Withdrawal,Online,14955,Canada
TXN000538,CUST00130,2025-02-15,Wire Transfer,Mobile App,15394,Canada
TXN000539,CUST00131,2025-10-18,Cash Deposit,Branch,24505,Canada
TXN000540,CUST00131,2025-06-04,Card Payment,ATM,30205,USA
TXN000541,CUST00131,2025-08-26,Cash Deposit,Online,23909,Germany
TXN000542,CUST00132,2025-08-30,Wire Transfer,ATM,39384,Australia
TXN000543,CUST00132,2025-01-15,Wire Transfer,ATM,52638,Germany
TXN000544,CUST00132,2025-02-04,Card Payment,ATM,61791,Germany
TXN000545,CUST00132,2025-12-18,NEFT/RTGS,Online,34921,Canada
TXN000546,CUST00133,2025-10-25,Wire Transfer,Branch,53699,Canada
TXN000547,CUST00133,2025-12-21,Cash Deposit,ATM,51898,UK
TXN000548,CUST00133,2025-07-02,Wire Transfer,ATM,63565,USA
TXN000549,CUST00133,2025-02-09,Card Payment,Branch,57246,UK
TXN000550,CUST00134,2025-10-06,Cash Withdrawal,ATM,15186,Canada
TXN000551,CUST00134,2025-07-05,Wire Transfer,ATM,18240,Australia
TXN000552,CUST00134,2025-07-10,NEFT/RTGS,Mobile App,105585,USA
TXN000553,CUST00134,2025-09-15,Cash Deposit,Branch,19210,UK
TXN000554,CUST00135,2025-12-31,Card Payment,Online,63928,Canada
TXN000555,CUST00135,2025-02-09,Wire Transfer,Branch,42346,Germany
TXN000556,CUST00135,2025-08-15,Card Payment,ATM,64816,India
TXN000557,CUST00135,2025-01-15,Wire Transfer,Branch,79958,USA
TXN000558,CUST00136,2025-03-08,Wire Transfer,Mobile App,42425,UK
TXN000559,CUST00136,2025-08-09,Wire Transfer,Branch,205996,Australia
TXN000560,CUST00136,2025-12-04,Card Payment,Online,31330,India
TXN000561,CUST00136,2025-12-08,Wire Transfer,Online,38585,Germany
TXN000562,CUST00136,2025-04-16,Card Payment,Branch,38299,India
TXN000563,CUST00136,2025-05-23,Card Payment,ATM,33887,USA
TXN000564,CUST00137,2025-09-16,Card Payment,Online,62102,USA
TXN000565,CUST00137,2025-01-08,Card Payment,Branch,37085,India
TXN000566,CUST00137,2025-10-03,Wire Transfer,Online,54152,Australia
TXN000567,CUST00137,2025-12-29,NEFT/RTGS,ATM,58934,USA
TXN000568,CUST00138,2025-07-14,NEFT/RTGS,Branch,16755,USA
TXN000569,CUST00138,2025-03-05,NEFT/RTGS,Online,19329,Canada
TXN000570,CUST00138,2025-07-04,Cash Withdrawal,Online,20914,Canada
TXN000571,CUST00138,2025-11-04,Cash Withdrawal,Mobile App,18175,India
TXN000572,CUST00139,2025-02-05,NEFT/RTGS,ATM,17860,Canada
TXN000573,CUST00139,2025-12-11,Wire Transfer,Mobile App,231737,USA
TXN000574,CUST00139,2025-07-22,NEFT/RTGS,Online,24312,Germany
TXN000575,CUST00139,2025-03-28,Wire Transfer,ATM,33129,Australia
TXN000576,CUST00139,2025-03-04,Cash Deposit,Mobile App,29686,USA
TXN000577,CUST00140,2025-11-26,NEFT/RTGS,ATM,72650,UK
TXN000578,CUST00140,2025-07-27,NEFT/RTGS,ATM,46519,Germany
TXN000579,CUST00140,2025-09-12,Cash Deposit,Branch,71179,USA
TXN000580,CUST00140,2025-01-28,Wire Transfer,Mobile App,63727,India
TXN000581,CUST00140,2025-06-17,Cash Deposit,ATM,79142,Australia
TXN000582,CUST00140,2025-02-09,Card Payment,Mobile App,71899,Canada
TXN000583,CUST00141,2025-10-05,Cash Withdrawal,Online,61160,Germany
TXN000584,CUST00141,2025-08-19,Cash Withdrawal,Mobile App,99154,India
TXN000585,CUST00141,2025-01-17,Cash Deposit,ATM,68571,Germany
TXN000586,CUST00141,2025-07-19,NEFT/RTGS,Online,77921,Australia
TXN000587,CUST00142,2025-08-29,NEFT/RTGS,Branch,59381,Australia
TXN000588,CUST00142,2025-05-15,NEFT/RTGS,Mobile App,80759,Canada
TXN000589,CUST00142,2025-02-01,Wire Transfer,Online,67465,Canada
TXN000590,CUST00142,2025-06-28,Card Payment,Online,55265,USA
TXN000591,CUST00142,2025-07-02,NEFT/RTGS,ATM,75653,Australia
TXN000592,CUST00142,2025-05-07,Cash Deposit,ATM,85609,India
TXN000593,CUST00143,2025-03-28,Wire Transfer,ATM,10307,UK
TXN000594,CUST00144,2025-08-04,Cash Withdrawal,Online,64488,Canada
TXN000595,CUST00144,2025-10-20,NEFT/RTGS,ATM,57859,Australia
TXN000596,CUST00144,2025-09-08,Wire Transfer,Branch,60858,Canada
TXN000597,CUST00144,2025-03-27,Card Payment,ATM,38321,UK
TXN000598,CUST00144,2025-04-14,NEFT/RTGS,Online,60826,UK
TXN000599,CUST00144,2025-10-21,NEFT/RTGS,Branch,62495,Canada
TXN000600,CUST00144,2025-02-17,Card Payment,Online,69612,Canada
TXN000601,CUST00145,2025-04-18,Cash Withdrawal,Online,72330,Canada
TXN000602,CUST00145,2025-12-06,Card Payment,ATM,87637,Australia
TXN000603,CUST00145,2025-05-09,Card Payment,Mobile App,62437,USA
TXN000604,CUST00146,2025-04-06,Card Payment,Mobile App,5787,Australia
TXN000605,CUST00146,2025-05-18,Card Payment,Mobile App,5964,USA
TXN000606,CUST00146,2025-01-31,Card Payment,Branch,5089,Canada
TXN000607,CUST00147,2025-06-03,NEFT/RTGS,Mobile App,26827,Australia
TXN000608,CUST00147,2025-07-31,Cash Withdrawal,ATM,31666,UK
TXN000609,CUST00147,2025-12-18,Card Payment,Branch,16347,Australia
TXN000610,CUST00148,2025-06-08,NEFT/RTGS,Mobile App,31805,India
TXN000611,CUST00148,2025-04-14,Cash Deposit,ATM,36459,Canada
TXN000612,CUST00148,2025-05-23,Card Payment,Branch,215862,USA
TXN000613,CUST00149,2025-02-12,Cash Withdrawal,ATM,65502,India
TXN000614,CUST00149,2025-12-03,Wire Transfer,Mobile App,80070,India
TXN000615,CUST00149,2025-05-01,Wire Transfer,Online,60467,Australia
TXN000616,CUST00149,2025-09-26,Cash Withdrawal,Mobile App,59388,Canada
TXN000617,CUST00150,2025-10-27,NEFT/RTGS,Branch,12134,USA
TXN000618,CUST00150,2025-02-24,Cash Deposit,Branch,13426,Germany
TXN000619,CUST00151,2025-10-01,Cash Withdrawal,Online,36782,Canada
TXN000620,CUST00151,2025-05-23,Cash Deposit,ATM,29987,UK
TXN000621,CUST00151,2025-06-07,Wire Transfer,Online,35865,Germany
TXN000622,CUST00151,2025-12-10,Cash Deposit,ATM,28779,Australia
TXN000623,CUST00151,2025-11-24,Cash Withdrawal,Online,22803,Canada
TXN000624,CUST00151,2025-07-21,Cash Withdrawal,ATM,48481,Canada
TXN000625,CUST00152,2025-08-13,Cash Withdrawal,Mobile App,14871,USA
TXN000626,CUST00153,2025-08-30,NEFT/RTGS,ATM,11788,UK
TXN000627,CUST00153,2025-02-21,Cash Deposit,ATM,6824,Australia
TXN000628,CUST00153,2025-10-08,Cash Withdrawal,Mobile App,11244,Canada
TXN000629,CUST00153,2025-11-25,Cash Deposit,Mobile App,39727,Australia
TXN000630,CUST00153,2025-06-10,Card Payment,Online,10693,Australia
TXN000631,CUST00153,2025-09-22,Cash Deposit,Mobile App,10881,India
TXN000632,CUST00153,2025-03-30,Card Payment,ATM,5777,UK
TXN000633,CUST00153,2025-08-01,Cash Withdrawal,Branch,10592,UK
TXN000634,CUST00154,2025-10-13,Card Payment,Branch,326376,USA
TXN000635,CUST00154,2025-03-28,Wire Transfer,Mobile App,90227,India
TXN000636,CUST00154,2025-05-14,Cash Deposit,Online,78045,Canada
TXN000637,CUST00155,2025-08-21,NEFT/RTGS,Online,484294,India
TXN000638,CUST00155,2025-05-17,Cash Withdrawal,Mobile App,77007,USA
TXN000639,CUST00155,2025-04-16,Card Payment,Branch,69299,Germany
TXN000640,CUST00155,2025-03-16,Wire Transfer,ATM,77849,UK
TXN000641,CUST00155,2025-08-19,Cash Deposit,ATM,69175,UK
TXN000642,CUST00156,2025-06-15,NEFT/RTGS,Branch,13904,India
TXN000643,CUST00156,2025-02-07,Wire Transfer,Online,13702,Australia
TXN000644,CUST00157,2025-11-07,Card Payment,Online,14253,UK
TXN000645,CUST00157,2025-11-14,NEFT/RTGS,ATM,10709,India
TXN000646,CUST00157,2025-01-22,Card Payment,Branch,11231,Germany
TXN000647,CUST00157,2025-09-10,Cash Withdrawal,Mobile App,10720,UK
TXN000648,CUST00157,2025-05-14,Wire Transfer,ATM,14978,USA
TXN000649,CUST00157,2025-09-13,Cash Withdrawal,ATM,13818,India
TXN000650,CUST00158,2025-05-16,Card Payment,ATM,36619,Canada
TXN000651,CUST00158,2025-03-19,Card Payment,Mobile App,44873,Germany
TXN000652,CUST00158,2025-01-28,Cash Deposit,Branch,35204,India
TXN000653,CUST00158,2025-03-01,NEFT/RTGS,Online,34860,India
TXN000654,CUST00158,2025-12-30,Card Payment,Mobile App,40377,Germany
TXN000655,CUST00158,2025-03-05,Cash Withdrawal,Online,24237,Germany
TXN000656,CUST00159,2025-05-20,Card Payment,Branch,33327,UK
TXN000657,CUST00159,2025-01-03,Card Payment,Branch,35192,Canada
TXN000658,CUST00159,2025-02-18,Cash Withdrawal,Online,35885,Germany
TXN000659,CUST00159,2025-12-15,Wire Transfer,Mobile App,29417,UK
TXN000660,CUST00160,2025-02-11,NEFT/RTGS,Mobile App,25108,UK
TXN000661,CUST00161,2025-12-02,Card Payment,Mobile App,6577,UK
TXN000662,CUST00162,2025-01-25,Cash Withdrawal,ATM,102610,USA
TXN000663,CUST00162,2025-02-17,NEFT/RTGS,ATM,78819,India
TXN000664,CUST00162,2025-07-24,Wire Transfer,Online,59576,USA
TXN000665,CUST00163,2025-12-01,Cash Deposit,Online,52229,UK
TXN000666,CUST00163,2025-06-08,Card Payment,Branch,45472,UK
TXN000667,CUST00163,2025-07-08,Card Payment,Branch,58448,UK
TXN000668,CUST00163,2025-11-04,NEFT/RTGS,Online,46961,Germany
TXN000669,CUST00163,2025-11-11,Cash Deposit,Mobile App,61589,Germany
TXN000670,CUST00164,2025-12-13,Cash Deposit,Branch,67610,UK
TXN000671,CUST00164,2025-08-28,NEFT/RTGS,Online,51720,Germany
TXN000672,CUST00164,2025-03-07,Cash Withdrawal,Branch,68724,Germany
TXN000673,CUST00165,2025-09-19,NEFT/RTGS,Mobile App,61350,Cayman Islands
TXN000674,CUST00165,2025-10-27,Wire Transfer,Online,7749,India
TXN000675,CUST00166,2025-07-21,Wire Transfer,Online,18610,Australia
TXN000676,CUST00166,2025-06-02,Cash Withdrawal,Mobile App,17802,Germany
TXN000677,CUST00166,2025-04-06,Cash Deposit,Branch,13047,Australia
TXN000678,CUST00166,2025-11-06,Cash Withdrawal,Online,22172,India
TXN000679,CUST00166,2025-03-29,NEFT/RTGS,Mobile App,19511,Germany
TXN000680,CUST00167,2025-11-13,Card Payment,ATM,73503,Australia
TXN000681,CUST00167,2025-12-20,NEFT/RTGS,ATM,54733,Australia
TXN000682,CUST00167,2025-01-09,Cash Deposit,Online,59468,India
TXN000683,CUST00167,2025-03-16,Cash Deposit,Mobile App,59470,USA
TXN000684,CUST00168,2025-08-26,Cash Deposit,Mobile App,50575,USA
TXN000685,CUST00168,2025-12-26,NEFT/RTGS,Mobile App,84620,Germany
TXN000686,CUST00168,2025-05-05,Cash Deposit,ATM,438293,Germany
TXN000687,CUST00168,2025-02-22,NEFT/RTGS,Mobile App,82809,Canada
TXN000688,CUST00168,2025-11-02,Card Payment,ATM,62357,Germany
TXN000689,CUST00168,2025-11-10,NEFT/RTGS,Branch,58201,India
TXN000690,CUST00169,2025-05-18,NEFT/RTGS,Mobile App,16328,Canada
TXN000691,CUST00169,2025-11-27,Cash Withdrawal,Mobile App,13360,India
TXN000692,CUST00169,2025-08-29,Cash Withdrawal,Mobile App,11540,Australia
TXN000693,CUST00169,2025-10-28,Cash Withdrawal,Mobile App,13555,USA
TXN000694,CUST00170,2025-12-11,Cash Withdrawal,Mobile App,63036,Germany
TXN000695,CUST00170,2025-12-08,NEFT/RTGS,Branch,49567,USA
TXN000696,CUST00170,2025-11-07,NEFT/RTGS,Online,49823,USA
TXN000697,CUST00170,2025-10-13,Wire Transfer,Online,68442,Germany
TXN000698,CUST00170,2025-07-02,Cash Deposit,Branch,51575,UK
TXN000699,CUST00171,2025-02-28,Card Payment,Branch,5750,India
TXN000700,CUST00171,2025-07-01,Wire Transfer,ATM,7227,India
TXN000701,CUST00171,2025-09-21,Card Payment,Online,8384,USA
TXN000702,CUST00171,2025-02-26,Wire Transfer,Online,13413,Australia
TXN000703,CUST00171,2025-02-23,Cash Deposit,Online,10574,Canada
TXN000704,CUST00171,2025-08-15,Card Payment,Mobile App,10100,USA
TXN000705,CUST00172,2025-04-14,NEFT/RTGS,Mobile App,16054,USA
TXN000706,CUST00172,2025-08-31,Cash Withdrawal,ATM,15418,India
TXN000707,CUST00172,2025-08-01,Cash Withdrawal,Branch,19359,Canada
TXN000708,CUST00173,2025-07-31,NEFT/RTGS,Mobile App,21715,Canada
TXN000709,CUST00173,2025-07-05,Wire Transfer,Mobile App,26561,Canada
TXN000710,CUST00173,2025-02-05,Wire Transfer,ATM,25869,USA
TXN000711,CUST00173,2025-03-26,NEFT/RTGS,Online,17023,UK
TXN000712,CUST00173,2025-10-22,Wire Transfer,ATM,25292,Germany
TXN000713,CUST00174,2025-06-10,Cash Withdrawal,Online,73993,Germany
TXN000714,CUST00175,2025-11-26,Cash Deposit,Mobile App,38059,Canada
TXN000715,CUST00175,2025-11-29,NEFT/RTGS,Branch,38667,Australia
TXN000716,CUST00176,2025-03-06,Card Payment,ATM,71136,UK
TXN000717,CUST00176,2025-11-22,Cash Deposit,Online,91397,USA
TXN000718,CUST00176,2025-10-04,Card Payment,ATM,85968,India
TXN000719,CUST00176,2025-09-16,Wire Transfer,Online,81786,USA
TXN000720,CUST00176,2025-09-17,Cash Withdrawal,Online,64274,UK
TXN000721,CUST00177,2025-01-03,NEFT/RTGS,ATM,23181,Germany
TXN000722,CUST00177,2025-11-18,Card Payment,Branch,25724,USA
TXN000723,CUST00177,2025-12-08,Card Payment,Branch,9295,UK
TXN000724,CUST00177,2025-09-22,Card Payment,Branch,16330,Australia
TXN000725,CUST00177,2025-03-17,NEFT/RTGS,Mobile App,26206,UK
TXN000726,CUST00177,2025-04-20,NEFT/RTGS,Online,25108,India
TXN000727,CUST00177,2025-07-26,Card Payment,Mobile App,23811,UK
TXN000728,CUST00178,2025-09-08,NEFT/RTGS,Branch,48951,Germany
TXN000729,CUST00178,2025-12-27,Card Payment,Online,46572,USA
TXN000730,CUST00178,2025-08-31,Wire Transfer,Branch,59991,Australia
TXN000731,CUST00178,2025-07-29,Wire Transfer,Online,40190,Canada
TXN000732,CUST00178,2025-01-21,Card Payment,Branch,82306,UK
TXN000733,CUST00178,2025-09-06,Wire Transfer,Branch,34820,India
TXN000734,CUST00179,2025-05-26,Cash Deposit,Branch,13838,Canada
